Name
STAPHYLOCOCCUS AUREUS MRSA
STAPHYLOCOCCUS AUREUS MSSA
STAPHYLOCOCCUS AUREUS NCTC 12493
STAPHYLOCOCCUS AURICULARIS
STAPHYLOCOCCUS CAPITIS
STAPHYLOCOCCUS CAPRAE
STAPHYLOCOCCUS COAGULASE NEGATIVE
STAPHYLOCOCCUS COAGULASE NEGATIVE MRSE
STAPHYLOCOCCUS COHNII
STAPHYLOCOCCUS EPIDERMIDIS
STAPHYLOCOCCUS EPIDERMIDIS MRSE
STAPHYLOCOCCUS EPIDERMIDIS MSSE
STAPHYLOCOCCUS FELIS
STAPHYLOCOCCUS HAEMOLYTICUS
STAPHYLOCOCCUS HOMINIS
STAPHYLOCOCCUS HYICUS
STAPHYLOCOCCUS INTERMEDIUS
STAPHYLOCOCCUS KLOOSII
STAPHYLOCOCCUS LUGDUNENSIS
STAPHYLOCOCCUS PASTEURI
STAPHYLOCOCCUS PETTENKOFERI
STAPHYLOCOCCUS PSEUDINTERMEDIUS
STAPHYLOCOCCUS SACCHAROLYTICUS
STAPHYLOCOCCUS SAPROPHYTICUS
STAPHYLOCOCCUS SCHLEIFERI
STAPHYLOCOCCUS SCIURI
STAPHYLOCOCCUS SIMULANS
STAPHYLOCOCCUS WARNERI
STAPHYLOCOCCUS XYLOSUS
STENOTROPHOMONAS MALTOPHILIA
STREPTOCOCCUS ACIDOMINIMUS
STREPTOCOCCUS AGALACTIAE
STREPTOCOCCUS ANAEROBIC
STREPTOCOCCUS ANGINOSUS
STREPTOCOCCUS ANGINOSUS 
STREPTOCOCCUS AUSTRALIS
STREPTOCOCCUS BOVIS
STREPTOCOCCUS BOVIS EQUINUS 
STREPTOCOCCUS CANIS
STREPTOCOCCUS CONSTELLATUS
STREPTOCOCCUS CRISTATUS
STREPTOCOCCUS DYSGALACTIAE
STREPTOCOCCUS EQUI SUBSPECIES EQUI
STREPTOCOCCUS EQUI SUBSPECIES ZOOEPIDEMICUS
STREPTOCOCCUS EQUINUS
STREPTOCOCCUS EQUISIMILIS
STREPTOCOCCUS GALLOLYTICUS
STREPTOCOCCUS GORDONII
STREPTOCOCCUS  C
STREPTOCOCCUS  G
STREPTOCOCCUS INFANTARIUS
STREPTOCOCCUS INFANTIS
STREPTOCOCCUS INTERMEDIUS
STREPTOCOCCUS LUTETIENSIS
STREPTOCOCCUS MASSILIENSIS
STREPTOCOCCUS MITIS
STREPTOCOCCUS MITIS 
STREPTOCOCCUS MUTANS
STREPTOCOCCUS MUTANS 
STREPTOCOCCUS ORALIS
STREPTOCOCCUS PARASANGUINIS
STREPTOCOCCUS PASTEURIANUS
STREPTOCOCCUS PERORIS
STREPTOCOCCUS PNEUMONIAE
STREPTOCOCCUS PNEUMONIAE ATCC 49619
STREPTOCOCCUS PSEUDOPNEUMONIAE
